상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220804771182,델라,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,74,1.0,서울특별시 종로구 명륜2가 74-1,111103000000.0,서울특별시 종로구 성균관로,30.0,,1.11102e+24,,서울특별시 종로구 성균관로 30,110530,3074,,,,126.9971288,37.58541209
MA010120220804838463,혜화동양과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,74,36.0,서울특별시 종로구 혜화동 74-36,111103000000.0,서울특별시 종로구 혜화로,14.0,,1.11102e+24,,서울특별시 종로구 혜화로 14,110530,3076,,1,,127.0002808,37.58678137
MA010120220804838485,바오쯔,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,84,1.0,서울특별시 종로구 혜화동 84-1,111104000000.0,서울특별시 종로구 창경궁로35길,11.0,,1.11102e+24,,서울특별시 종로구 창경궁로35길 11,110530,3076,,,,127.0013829,37.58649336
MA010120220804839763,퀴시미뇽,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,12,3.0,서울특별시 종로구 명륜4가 12-3,111104000000.0,서울특별시 종로구 대명길,17.0,,1.11102e+24,,서울특별시 종로구 대명길 17,110530,3078,,1,,127.000588,37.58327893
MA010120220804936895,에이다,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,48,2.0,서울특별시 종로구 명륜4가 48-2,111104000000.0,서울특별시 종로구 대명1길,16.0,6.0,1.11102e+24,,서울특별시 종로구 대명1길 16-6,110530,3078,,,,127.0003991,37.58301603
MA010120220804896156,플로어칠,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,129,,서울특별시 종로구 명륜4가 129,111104000000.0,서울특별시 종로구 대학로9길,23.0,2.0,1.11102e+24,,서울특별시 종로구 대학로9길 23-2,110530,3079,,1,,127.000431,37.58147552
MA010120220804892338,마로화적,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,31,7.0,서울특별시 종로구 명륜1가 31-7,111104000000.0,서울특별시 종로구 성균관로16길,5.0,,1.11102e+24,,서울특별시 종로구 성균관로16길 5,110530,3068,,,,126.9985431,37.58971304
MA010120220804901430,환식당,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,220,,서울특별시 종로구 명륜2가 220,111104000000.0,서울특별시 종로구 창경궁로29길,28.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 28,110530,3073,,,,126.9975227,37.58390168
MA010120220804894121,이자카야진,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,70,10.0,서울특별시 종로구 명륜4가 70-10,111104000000.0,서울특별시 종로구 대학로11길,38.0,10.0,1.11102e+24,,서울특별시 종로구 대학로11길 38-10,110530,3078,,1,,127.0002034,37.58241067
MA010120220804862131,핫브레드혜화역점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,96,5.0,서울특별시 종로구 명륜4가 96-5,111103000000.0,서울특별시 종로구 대학로,120.0,,1.11102e+24,4호선혜화역,서울특별시 종로구 대학로 120,110530,3086,,,,127.0019534,37.58192991
MA010120220804967141,래디언트101,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,30,4.0,서울특별시 종로구 명륜4가 30-4,111103000000.0,서울특별시 종로구 대학로,127.0,,1.11102e+24,,서울특별시 종로구 대학로 127,110530,3078,,,,127.0015487,37.58255722
MA010120220805062887,온프,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,203,1.0,서울특별시 종로구 명륜2가 203-1,111103000000.0,서울특별시 종로구 성균관로,4.0,3.0,1.11102e+24,,서울특별시 종로구 성균관로 4-3,110530,3074,,1,,126.9985132,37.58349561
MA010120220805016554,해피니스,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,170,3.0,서울특별시 종로구 명륜4가 170-3,111104000000.0,서울특별시 종로구 대학로11길,43.0,,1.11102e+24,,서울특별시 종로구 대학로11길 43,110530,3079,,1,,126.9992289,37.58246549
MA010120220805009635,달콤한잔,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,163,8.0,서울특별시 종로구 혜화동 163-8,111104000000.0,서울특별시 종로구 대학로14길,18.0,3.0,1.11102e+24,,서울특별시 종로구 대학로14길 18-3,110530,3084,,지,,127.0027843,37.58414448
MA010120220805035796,대만참예쁘다,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1109.0,서울특별시 종로구 명륜3가 1-1109,111104000000.0,서울특별시 종로구 명륜10길,26.0,,1.11102e+24,,서울특별시 종로구 명륜10길 26,110811,3064,,,,126.9920924,37.59029787
MA010120220804992058,카페선선혜화,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,164,1.0,서울특별시 종로구 명륜4가 164-1,111104000000.0,서울특별시 종로구 대학로11길,40.0,,1.11102e+24,세훈빌딩,서울특별시 종로구 대학로11길 40,110530,3078,,3,,126.9996711,37.58242418
MA010120220805008985,메리그린,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,188,24.0,서울특별시 종로구 명륜4가 188-24,111104000000.0,서울특별시 종로구 대학로11길,49.0,,1.11102e+24,,서울특별시 종로구 대학로11길 49,110530,3079,,2,,126.9990686,37.58259928
MA010120220804975387,라라맥주,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,23,5.0,서울특별시 종로구 명륜2가 23-5,111104000000.0,서울특별시 종로구 창경궁로34길,24.0,6.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 24-6,110530,3077,,1,,127.0008052,37.58397457
MA010120220805222585,일타양피,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,216,2.0,서울특별시 종로구 명륜2가 216-2,111103000000.0,서울특별시 종로구 성균관로,15.0,2.0,1.11102e+24,,서울특별시 종로구 성균관로 15-2,110530,3073,,1,,126.9974068,37.58409893
MA010120220805222619,아지트,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,21,12.0,서울특별시 종로구 명륜2가 21-12,111103000000.0,서울특별시 종로구 창경궁로,258.0,11.0,1.11102e+24,,서울특별시 종로구 창경궁로 258-11,110530,3077,,2,,127.0005591,37.58374722
MA010120220805144576,솔솥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,72,4.0,서울특별시 종로구 명륜4가 72-4,111104000000.0,서울특별시 종로구 대학로11길,20.0,,1.11102e+24,우리빌딩,서울특별시 종로구 대학로11길 20,110530,3078,,1,,127.0005091,37.58240425
MA010120220805177432,뉴욕야시장,,I2,음식,I211,주점,I21104,요리 주점,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,22,1.0,서울특별시 종로구 명륜4가 22-1,111103000000.0,서울특별시 종로구 대학로,129.0,2.0,1.11102e+24,,서울특별시 종로구 대학로 129-2,110530,3078,,2,,127.0015228,37.58280028
MA010120220805170158,믹스앤몰트,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,154,2.0,서울특별시 종로구 명륜3가 154-2,111104000000.0,서울특별시 종로구 창경궁로29길,3.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 3,110812,3073,,2,,126.9981903,37.58308741
MA010120220805131799,블랑코,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,52,12.0,서울특별시 종로구 명륜3가 52-12,111104000000.0,서울특별시 종로구 명륜1길,38.0,6.0,1.11102e+24,,서울특별시 종로구 명륜1길 38-6,110812,3071,,1,,126.995051,37.58752988
MA010120220805122890,밥은화,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,7.0,서울특별시 종로구 명륜3가 1-7,111104000000.0,서울특별시 종로구 명륜길,41.0,,1.11102e+24,,서울특별시 종로구 명륜길 41,110811,3071,,1,,126.9948514,37.58889776
MA010120220805115732,혜화동콩집,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,87,5.0,서울특별시 종로구 혜화동 87-5,111103000000.0,서울특별시 종로구 창경궁로,283.0,1.0,1.11102e+24,,서울특별시 종로구 창경궁로 283-1,110530,3076,,1,,127.0015882,37.58638697
MA010120220805111600,더불어함께,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,71,1.0,서울특별시 종로구 명륜4가 71-1,111104000000.0,서울특별시 종로구 대명1길,24.0,,1.11102e+24,들풀,서울특별시 종로구 대명1길 24,110530,3078,,1,,127.0006431,37.58254955
MA010120220805109272,꽈백이,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,36,51.0,서울특별시 종로구 명륜1가 36-51,111103000000.0,서울특별시 종로구 혜화로,19.0,,1.11102e+24,,서울특별시 종로구 혜화로 19,110530,3068,,1,,126.9997873,37.58727276
MA010120220805346622,릴리마를렌,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,120,,서울특별시 종로구 명륜4가 120,111104000000.0,서울특별시 종로구 대학로9길,17.0,,1.11102e+24,,서울특별시 종로구 대학로9길 17,110530,3079,,1,,127.0008706,37.58162341
MA010120220805359951,밀도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,171,,서울특별시 종로구 명륜4가 171,111104000000.0,서울특별시 종로구 대학로11길,43.0,,1.11102e+24,,서울특별시 종로구 대학로11길 43,110530,3079,,1,,126.9992289,37.58246549
MA010120220805238916,천향록,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,216,3.0,서울특별시 종로구 명륜2가 216-3,111103000000.0,서울특별시 종로구 성균관로,15.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 15-1,110530,3073,,2,,126.9974507,37.58420743
MA010120220805402688,파리바게뜨혜화로타리점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,126,4.0,서울특별시 종로구 혜화동 126-4,111103000000.0,서울특별시 종로구 창경궁로,269.0,,1.11102e+24,,서울특별시 종로구 창경궁로 269,110530,3075,,1,,127.0006511,37.58533383
MA010120220805368902,따띠삼겹,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,228,,서울특별시 종로구 명륜2가 228,111103000000.0,서울특별시 종로구 성균관로,3.0,,1.11102e+24,,서울특별시 종로구 성균관로 3,110530,3073,,1,,126.9983117,37.58332271
MA010120220805421117,포춘살롱,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,182,1.0,서울특별시 종로구 명륜2가 182-1,111103000000.0,서울특별시 종로구 창경궁로,246.0,4.0,1.11102e+24,,서울특별시 종로구 창경궁로 246-4,110530,3077,,1,,126.9994337,37.58324212
MA010120220805429589,케이끼쌀롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,16,56.0,서울특별시 종로구 명륜1가 16-56,111103000000.0,서울특별시 종로구 성균관로,56.0,,1.11102e+24,,서울특별시 종로구 성균관로 56,110530,3069,,,,126.9967487,37.58758036
MA010120220805321461,남자주방,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,152,,서울특별시 종로구 명륜3가 152,111104000000.0,서울특별시 종로구 성균관로1길,5.0,,1.11102e+24,,서울특별시 종로구 성균관로1길 5,110812,3073,,,,126.9980754,37.58321258
MA010120220805281029,물결식당,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,135,3.0,서울특별시 종로구 명륜2가 135-3,111103000000.0,서울특별시 종로구 성균관로,25.0,9.0,1.11102e+24,,서울특별시 종로구 성균관로 25-9,110530,3073,,1,,126.9970035,37.58462712
MA010120220805281820,사천포차,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,97,5.0,서울특별시 종로구 명륜1가 97-5,111103000000.0,서울특별시 종로구 성균관로,36.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 36-1,110530,3069,,2,,126.9969178,37.58595092
MA0101202209A0081395,가마치통닭성대점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,116,,서울특별시 종로구 명륜2가 116,111103000000.0,서울특별시 종로구 성균관로,20.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 20-1,110530,3074,,2,,126.9974799,37.58455908
MA010120220805198666,또와분식,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,2,35.0,서울특별시 종로구 명륜3가 2-35,111104000000.0,서울특별시 종로구 명륜길,9.0,,1.11102e+24,,서울특별시 종로구 명륜길 9,110812,3071,,,,126.9961321,37.58796257
MA010120220805200551,저팔계식당,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,215.0,서울특별시 종로구 명륜3가 1-215,111104000000.0,서울특별시 종로구 명륜길,37.0,,1.11102e+24,,서울특별시 종로구 명륜길 37,110811,3071,,,,126.9949887,37.5887908
MA0101202209A0050671,림스치킨혜화점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,167,3.0,서울특별시 종로구 혜화동 167-3,111103000000.0,서울특별시 종로구 대학로,143.0,,1.11102e+24,,서울특별시 종로구 대학로 143,110530,3077,,1,,127.0012914,37.58402373
MA010120220805322086,철문집온,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,82,3.0,서울특별시 종로구 명륜3가 82-3,111104000000.0,서울특별시 종로구 성균관로5길,9.0,,1.11102e+24,,서울특별시 종로구 성균관로5길 9,110812,3073,,2,,126.9968611,37.58426549
MA0101202209A0055036,환희,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,66,3.0,서울특별시 종로구 명륜4가 66-3,111104000000.0,서울특별시 종로구 대명1길,16.0,7.0,1.11102e+24,,서울특별시 종로구 대명1길 16-7,110530,3078,,2,,127.0002874,37.58289795
MA0101202212A0040862,샐러디성대,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,230,,서울특별시 종로구 명륜2가 230,111103000000.0,서울특별시 종로구 성균관로,1.0,,1.11102e+24,,서울특별시 종로구 성균관로 1,110530,3073,,1,,126.9983924,37.58321527
MA0101202209A0035313,티티에이씨,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,176,,서울특별시 종로구 명륜2가 176,111103000000.0,서울특별시 종로구 창경궁로,248.0,4.0,1.11102e+24,,서울특별시 종로구 창경궁로 248-4,110530,3077,,1,,126.9995899,37.58341464
MA0101202209A0075718,대성정육식당,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,190,1.0,서울특별시 종로구 혜화동 190-1,111104000000.0,서울특별시 종로구 대학로14길,10.0,,1.11102e+24,,서울특별시 종로구 대학로14길 10,110530,3084,,1,,127.0022575,37.58374357
MA0101202209A0090801,비스라운지,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,8,5.0,서울특별시 종로구 명륜4가 8-5,111103000000.0,서울특별시 종로구 대학로,135.0,8.0,1.11102e+24,,서울특별시 종로구 대학로 135-8,110530,3078,,,,127.0011311,37.58331056
MA0101202212A0054144,케이에스,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,216,4.0,서울특별시 종로구 명륜2가 216-4,111103000000.0,서울특별시 종로구 성균관로,15.0,,1.11102e+24,,서울특별시 종로구 성균관로 15,110530,3073,,2,,126.9975084,37.58412682
MA0101202212A0018446,담미온,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,176,3.0,서울특별시 종로구 명륜4가 176-3,111104000000.0,서울특별시 종로구 대학로11길,48.0,,1.11102e+24,,서울특별시 종로구 대학로11길 48,110530,3078,,1,,126.999362,37.58267385
MA0101202212A0072640,디저트39,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,195,,서울특별시 종로구 혜화동 195,111104000000.0,서울특별시 종로구 대학로14길,18.0,2.0,1.11102e+24,,서울특별시 종로구 대학로14길 18-2,110530,3084,,1,,127.0026618,37.58399027
MA0101202212A0077489,애틀랜틱,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,237,,서울특별시 종로구 명륜2가 237,111104000000.0,서울특별시 종로구 혜화로3길,5.0,,1.11102e+24,명륜동주상복합아남아파트,서울특별시 종로구 혜화로3길 5,110767,3075,,,,127.0002126,37.58595184
MA0101202212A0005490,맘스터치피자앤치킨,,I2,음식,I210,기타 간이,I21004,버거,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,135,,서울특별시 종로구 명륜2가 135,111103000000.0,서울특별시 종로구 성균관로,21.0,2.0,1.11102e+24,,서울특별시 종로구 성균관로 21-2,110530,3073,,1,,126.9971282,37.58461015
MA0101202212A0068800,대학로쭈왕쭈꾸미,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,46,2.0,서울특별시 종로구 명륜4가 46-2,111104000000.0,서울특별시 종로구 대명길,19.0,6.0,1.11102e+24,,서울특별시 종로구 대명길 19-6,110530,3078,,1,,127.0005225,37.58309817
MA0101202212A0064678,전설의치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,168,1.0,서울특별시 종로구 명륜2가 168-1,111103000000.0,서울특별시 종로구 창경궁로,247.0,,1.11102e+24,명륜음악학원,서울특별시 종로구 창경궁로 247,110530,3074,,1,,126.9992124,37.58369977
MA0101202301A0058658,준호네부대찌개성대,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,82,3.0,서울특별시 종로구 명륜3가 82-3,111104000000.0,서울특별시 종로구 성균관로5길,9.0,,1.11102e+24,,서울특별시 종로구 성균관로5길 9,110812,3073,,1,,126.9968611,37.58426549
MA0101202301A0021214,일리카페,대학로점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,85,3.0,서울특별시 종로구 혜화동 85-3,111103000000.0,서울특별시 종로구 창경궁로,285.0,,1.11102e+24,,서울특별시 종로구 창경궁로 285,110530,3076,,1,,127.0016439,37.58645052
MA0101202212A0046229,메디피아,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,190,1.0,서울특별시 종로구 혜화동 190-1,111104000000.0,서울특별시 종로구 대학로14길,10.0,,1.11102e+24,,서울특별시 종로구 대학로14길 10,110530,3084,,1,,127.0022575,37.58374357
MA0101202212A0018441,콩플레,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,53,11.0,서울특별시 종로구 혜화동 53-11,111104000000.0,서울특별시 종로구 창경궁로35길,19.0,,1.11102e+24,,서울특별시 종로구 창경궁로35길 19,110530,3076,,1,,127.0016613,37.58684712
MA0101202212A0038371,블루엠,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,163,24.0,서울특별시 종로구 혜화동 163-24,111104000000.0,서울특별시 종로구 대학로14길,29.0,,1.11102e+24,,서울특별시 종로구 대학로14길 29,110530,3084,,1,,127.002325,37.58462716
MA0101202212A0101090,리나스파스타,,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,166,4.0,서울특별시 종로구 혜화동 166-4,111103000000.0,서울특별시 종로구 대학로,141.0,,1.11102e+24,,서울특별시 종로구 대학로 141,110530,3077,,2,,127.0013274,37.58387086
MA0101202212A0073736,쓰리XLargeCoffee,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,55,1.0,서울특별시 종로구 혜화동 55-1,111103000000.0,서울특별시 종로구 창경궁로,293.0,1.0,1.11102e+24,,서울특별시 종로구 창경궁로 293-1,110530,3076,,1,,127.0024273,37.58714193
MA0106202301A0500397,하이디라오대학로점,코리아,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,90,18.0,서울특별시 종로구 혜화동 90-18,111103000000.0,서울특별시 종로구 대학로,146.0,,1.11102e+24,혜화동씨티밸리,서울특별시 종로구 대학로 146,110530,3084,,3,,127.0020132,37.58423708
MA0106202301A0009914,비케이알버거킹혜화역점,,I2,음식,I210,기타 간이,I21004,버거,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,179,4.0,서울특별시 종로구 혜화동 179-4,111104000000.0,서울특별시 종로구 동숭길,148.0,,1.11102e+24,,서울특별시 종로구 동숭길 148,110530,3084,,1,,127.002136,37.58351728
MA0106202301A0044482,롯데리아혜화,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,111,7.0,서울특별시 종로구 혜화동 111-7,111103000000.0,서울특별시 종로구 창경궁로,273.0,,1.11102e+24,,서울특별시 종로구 창경궁로 273,110530,3075,,2,,127.0005772,37.58578373
MA0106202301A0926548,CJ푸드빌뚜레쥬르대학로,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,8,1.0,서울특별시 종로구 명륜4가 8-1,111104000000.0,서울특별시 종로구 대명길,9.0,,1.11102e+24,,서울특별시 종로구 대명길 9,110530,3078,,,,127.0009379,37.58336298
